Mês;Mês2;GR;N.PoscB;PoscB;Rul.Pos;Posc;N.ResB;Posc2;Cod1;CodG;6810/910;6810/911;Coef_Fre;RecDe;RecIz;Coluna1;Coluna2
200730;200730035;D;22;29;5;39;15;3;D,22,39;D,22,39,15;,;2007;-9,5;26;;;
200614;200614004;I;11;15;5;39;15;3;I,11,39;I,11,39,15;,;2006;4,5;;25;;
200624;200624038;I;23;18;5;39;15;3;I,23,39;I,23,39,15;,;2006;1,5;;22;;
200624;200624084;I;8;17;5;39;15;3;I,8,39;I,8,39,15;,;2006;2,5;;23;;
200711;200711086;I;11;15;5;39;15;3;I,11,39;I,11,39,15;,;2007;4,5;;25;;
200722;200722110;I;11;15;5;39;15;3;I,11,39;I,11,39,15;,;2007;4,5;;25;;
200708;200708097;D;12;34;5;39;16;22;D,12,39;D,12,39,16;,;2007;-14,5;12;;;
201217;201217063;D;24;21;5;39;16;22;D,24,39;D,24,39,16;,;2012;-1,5;36;;;
200611;200611113;I;13;13;5;39;16;22;I,13,39;I,13,39,16;,;2006;6,5;;9;;
200707;200707080;I;6;11;5;39;16;22;I,6,39;I,6,39,16;,;2007;8,5;;11;;
200730;200730012;I;6;11;5;39;16;22;I,6,39;I,6,39,16;,;2007;8,5;;11;;
201203;201203102;I;20;25;5;39;16;22;I,20,39;I,20,39,16;,;2012;-5,5;;34;;
201213;201213106;I;14;26;5;39;16;22;I,14,39;I,14,39,16;,;2012;-6,5;;33;;
210105;210105014;I;16;22;5;39;16;22;I,16,39;I,16,39,16;,;2101;-2,5;;0;;
200703;200703065;D;0;1;5;39;17;9;D,0,39;D,0,39,17;,;2007;18,5;29;;;
201203;201203071;D;33;23;5;39;17;9;D,33,39;D,33,39,17;,;2012;-3,5;14;;;
200729;200729110;I;11;15;5;39;17;9;I,11,39;I,11,39,17;,;2007;4,5;;31;;
200703;200703055;D;32;2;5;39;18;30;D,32,39;D,32,39,18;,;2007;17,5;9;;;
200709;200709045;D;12;34;5;39;18;30;D,12,39;D,12,39,18;,;2007;-14,5;4;;;
200802;200802071;D;29;31;5;39;18;30;D,29,39;D,29,39,18;,;2008;-11,5;1;;;
201220;201220066;I;16;22;5;39;18;30;I,16,39;I,16,39,18;,;2012;-2,5;;8;;
201220;201220090;I;1;24;5;39;18;30;I,1,39;I,1,39,18;,;2012;-4,5;;6;;
200705;200705073;D;7;32;5;39;19;4;D,7,39;D,7,39,19;,;2007;-12,5;28;;;
200717;200717083;D;0;1;5;39;19;4;D,0,39;D,0,39,19;,;2007;18,5;34;;;
200616;200616084;I;8;17;5;39;19;4;I,8,39;I,8,39,19;,;2006;2,5;;24;;
200720;200720036;I;30;16;5;39;19;4;I,30,39;I,30,39,19;,;2007;3,5;;25;;
200803;200803008;I;30;16;5;39;19;4;I,30,39;I,30,39,19;,;2008;3,5;;25;;
201202;201202082;I;20;25;5;39;19;4;I,20,39;I,20,39,19;,;2012;-5,5;;16;;
200601;200601023;D;18;30;5;39;20;25;D,18,39;D,18,39,20;,;2006;-10,5;5;;;
200731;200731071;D;29;31;5;39;20;25;D,29,39;D,29,39,20;,;2007;-11,5;6;;;
200718;200718030;I;27;12;5;39;20;25;I,27,39;I,27,39,20;,;2007;7,5;;13;;
201029;201029004;I;14;26;5;39;20;25;I,14,39;I,14,39,20;,;2010;-6,5;;36;;
200602;200602142;D;9;28;5;39;21;6;D,9,39;D,9,39,21;,;2006;-8,5;22;;;
200707;200707065;D;0;1;5;39;21;6;D,0,39;D,0,39,21;,;2007;18,5;32;;;
201208;201208097;D;14;26;5;39;21;6;D,14,39;D,14,39,21;,;2012;-6,5;20;;;
201215;201215027;D;33;23;5;39;21;6;D,33,39;D,33,39,21;,;2012;-3,5;17;;;
201222;201222047;D;16;22;5;39;21;6;D,16,39;D,16,39,21;,;2012;-2,5;16;;;
210103;210103089;D;16;22;5;39;21;6;D,16,39;D,16,39,21;,;2101;-2,5;16;;;
200608;200608047;I;27;12;5;39;21;6;I,27,39;I,27,39,21;,;2006;7,5;;31;;
200616;200616042;I;23;18;5;39;21;6;I,23,39;I,23,39,21;,;2006;1,5;;25;;
200703;200703066;I;17;9;5;39;21;6;I,17,39;I,17,39,21;,;2007;10,5;;34;;
200703;200703144;I;27;12;5;39;21;6;I,27,39;I,27,39,21;,;2007;7,5;;31;;
200710;200710114;I;6;11;5;39;22;29;I,6,39;I,6,39,22;,;2007;8,5;;18;;
200711;200711014;I;23;18;5;39;22;29;I,23,39;I,23,39,22;,;2007;1,5;;11;;
200725;200725082;I;8;17;5;39;22;29;I,8,39;I,8,39,22;,;2007;2,5;;12;;
210105;210105032;I;16;22;5;39;22;29;I,16,39;I,16,39,22;,;2101;-2,5;;7;;
200602;200602112;D;31;27;5;39;23;18;D,31,39;D,31,39,23;,;2006;-7,5;9;;;
201204;201204033;D;1;24;5;39;23;18;D,1,39;D,1,39,23;,;2012;-4,5;6;;;
210105;210105061;D;20;25;5;39;23;18;D,20,39;D,20,39,23;,;2101;-5,5;7;;;
200712;200712018;I;27;12;5;39;23;18;I,27,39;I,27,39,23;,;2007;7,5;;6;;
200725;200725120;I;23;18;5;39;23;18;I,23,39;I,23,39,23;,;2007;1,5;;0;;
200726;200726106;I;13;13;5;39;23;18;I,13,39;I,13,39,23;,;2007;6,5;;5;;
210106;210106074;I;33;23;5;39;23;18;I,33,39;I,33,39,23;,;2101;-3,5;;32;;
200721;200721073;D;7;32;5;39;24;21;D,7,39;D,7,39,24;,;2007;-12,5;11;;;
200730;200730023;D;18;30;5;39;24;21;D,18,39;D,18,39,24;,;2007;-10,5;9;;;
201223;201223031;D;16;22;5;39;24;21;D,16,39;D,16,39,24;,;2012;-2,5;1;;;
200614;200614058;I;8;17;5;39;24;21;I,8,39;I,8,39,24;,;2006;2,5;;4;;
200721;200721093;D;3;36;5;39;25;8;D,3,39;D,3,39,25;,;2007;-16,5;28;;;
201203;201203033;D;33;23;5;39;25;8;D,33,39;D,33,39,25;,;2012;-3,5;15;;;
200605;200605023;I;30;16;5;39;25;8;I,30,39;I,30,39,25;,;2006;3,5;;29;;
200602;200602050;D;22;29;5;39;26;37;D,22,39;D,22,39,26;,;2006;-9,5;29;;;
200626;200626031;D;22;29;5;39;26;37;D,22,39;D,22,39,26;,;2006;-9,5;29;;;
200808;200808089;D;28;33;5;39;26;37;D,28,39;D,28,39,26;,;2008;-13,5;33;;;
201206;201206063;D;16;22;5;39;26;37;D,16,39;D,16,39,26;,;2012;-2,5;22;;;
200613;200613070;I;10;19;5;39;26;37;I,10,39;I,10,39,26;,;2006;0,5;;18;;
200617;200617046;I;8;17;5;39;26;37;I,8,39;I,8,39,26;,;2006;2,5;;20;;
200626;200626052;I;30;16;5;39;26;37;I,30,39;I,30,39,26;,;2006;3,5;;21;;
200712;200712078;I;27;12;5;39;26;37;I,27,39;I,27,39,26;,;2007;7,5;;25;;
200729;200729004;I;11;15;5;39;26;37;I,11,39;I,11,39,26;,;2007;4,5;;22;;
210105;210105101;D;20;25;5;39;27;12;D,20,39;D,20,39,27;,;2101;-5,5;13;;;
200602;200602113;I;23;18;5;39;27;12;I,23,39;I,23,39,27;,;2006;1,5;;31;;
201203;201203078;I;20;25;5;39;27;12;I,20,39;I,20,39,27;,;2012;-5,5;;24;;
201209;201209060;I;20;25;5;39;27;12;I,20,39;I,20,39,27;,;2012;-5,5;;24;;
200704;200704083;D;28;33;5;39;28;33;D,28,39;D,28,39,28;,;2007;-13,5;0;;;
201211;201211089;D;1;24;5;39;28;33;D,1,39;D,1,39,28;,;2012;-4,5;28;;;
201216;201216051;D;16;22;5;39;28;33;D,16,39;D,16,39,28;,;2012;-2,5;26;;;
201221;201221005;D;16;22;5;39;28;33;D,16,39;D,16,39,28;,;2012;-2,5;26;;;
200608;200608109;I;8;17;5;39;28;33;I,8,39;I,8,39,28;,;2006;2,5;;16;;
200610;200610015;I;11;15;5;39;28;33;I,11,39;I,11,39,28;,;2006;4,5;;18;;
200726;200726022;I;30;16;5;39;28;33;I,30,39;I,30,39,28;,;2007;3,5;;17;;
200608;200608012;D;14;26;5;39;29;31;D,14,39;D,14,39,29;,;2006;-6,5;32;;;
200610;200610052;D;9;28;5;39;29;31;D,9,39;D,9,39,29;,;2006;-8,5;34;;;
200702;200702147;D;15;3;5;39;29;31;D,15,39;D,15,39,29;,;2007;16,5;9;;;
200706;200706055;D;15;3;5;39;29;31;D,15,39;D,15,39,29;,;2007;16,5;9;;;
200729;200729089;D;22;29;5;39;29;31;D,22,39;D,22,39,29;,;2007;-9,5;35;;;
200624;200624022;I;23;18;5;39;29;31;I,23,39;I,23,39,29;,;2006;1,5;;13;;
200707;200707058;I;27;12;5;39;29;31;I,27,39;I,27,39,29;,;2007;7,5;;19;;
200721;200721036;I;8;17;5;39;29;31;I,8,39;I,8,39,29;,;2007;2,5;;14;;
210107;210107002;I;20;25;5;39;29;31;I,20,39;I,20,39,29;,;2101;-5,5;;6;;
200608;200608054;D;29;31;5;39;30;16;D,29,39;D,29,39,30;,;2006;-11,5;15;;;
200616;200616075;D;35;35;5;39;30;16;D,35,39;D,35,39,30;,;2006;-15,5;19;;;
200618;200618063;D;9;28;5;39;30;16;D,9,39;D,9,39,30;,;2006;-8,5;12;;;
200710;200710005;D;7;32;5;39;30;16;D,7,39;D,7,39,30;,;2007;-12,5;16;;;
200720;200720083;D;18;30;5;39;30;16;D,18,39;D,18,39,30;,;2007;-10,5;14;;;
200723;200723033;D;22;29;5;39;30;16;D,22,39;D,22,39,30;,;2007;-9,5;13;;;
200725;200725107;D;22;29;5;39;30;16;D,22,39;D,22,39,30;,;2007;-9,5;13;;;
201213;201213003;D;24;21;5;39;30;16;D,24,39;D,24,39,30;,;2012;-1,5;5;;;
201227;201227095;D;16;;5;39;30;16;D,16,39;D,16,39,30;,;2012;19,5;21;;;
201228;201228021;D;14;26;5;39;30;18;D,14,39;D,14,39,30;,;2012;-6,5;8;;;
200603;200603110;D;14;26;5;39;31;27;D,14,39;D,14,39,31;,;2006;-6,5;36;;;
200806;200806007;D;28;33;5;39;31;27;D,28,39;D,28,39,31;,;2008;-13,5;6;;;
201202;201202061;D;24;21;5;39;31;27;D,24,39;D,24,39,31;,;2012;-1,5;31;;;
200728;200728092;I;13;13;5;39;31;27;I,13,39;I,13,39,31;,;2007;6,5;;14;;
201102;201102040;I;20;25;5;39;31;27;I,20,39;I,20,39,31;,;2011;-5,5;;2;;
200707;200707089;D;0;1;5;39;32;2;D,0,39;D,0,39,32;,;2007;18,5;36;;;
200723;200723101;D;22;29;5;39;32;2;D,22,39;D,22,39,32;,;2007;-9,5;27;;;
200802;200802117;D;18;30;5;39;32;2;D,18,39;D,18,39,32;,;2008;-10,5;28;;;
200702;200702058;I;36;14;5;39;32;2;I,36,39;I,36,39,32;,;2007;5,5;;25;;
201204;201204045;D;24;21;5;39;33;23;D,24,39;D,24,39,33;,;2012;-1,5;35;;;
210106;210106073;D;31;27;5;39;33;23;D,31,39;D,31,39,33;,;2101;-7,5;4;;;
200622;200622046;I;36;14;5;39;33;23;I,36,39;I,36,39,33;,;2006;5,5;;9;;
200729;200729052;I;34;10;5;39;33;23;I,34,39;I,34,39,33;,;2007;9,5;;13;;
201203;201203070;I;1;24;5;39;33;23;I,1,39;I,1,39,33;,;2012;-4,5;;36;;
200602;200602020;D;29;31;5;39;34;10;D,29,39;D,29,39,34;,;2006;-11,5;21;;;
200605;200605148;D;27;12;5;39;34;10;D,27,39;D,27,39,34;,;2006;7,5;2;;;
200610;200610020;D;12;34;5;39;34;10;D,12,39;D,12,39,34;,;2006;-14,5;24;;;
200627;200627029;D;31;27;5;39;34;10;D,31,39;D,31,39,34;,;2006;-7,5;17;;;
200722;200722103;D;35;35;5;39;34;10;D,35,39;D,35,39,34;,;2007;-15,5;25;;;
200808;200808043;D;7;32;5;39;34;10;D,7,39;D,7,39,34;,;2008;-12,5;22;;;
201221;201221029;D;16;22;5;39;34;10;D,16,39;D,16,39,34;,;2012;-2,5;12;;;
200625;200625082;I;6;11;5;39;34;10;I,6,39;I,6,39,34;,;2006;8,5;;36;;
200711;200711020;I;8;17;5;39;34;10;I,8,39;I,8,39,34;,;2007;2,5;;30;;
201213;201213090;I;20;25;5;39;34;10;I,20,39;I,20,39,34;,;2012;-5,5;;22;;
200606;200606060;D;9;28;5;39;35;35;D,9,39;D,9,39,35;,;2006;-8,5;30;;;
200616;200616044;I;23;18;5;39;35;35;I,23,39;I,23,39,35;,;2006;1,5;;17;;
200726;200726094;I;11;15;5;39;35;35;I,11,39;I,11,39,35;,;2007;4,5;;20;;
200729;200729084;I;8;17;5;39;35;35;I,8,39;I,8,39,35;,;2007;2,5;;18;;
201204;201204046;I;33;23;5;39;35;35;I,33,39;I,33,39,35;,;2012;-3,5;;12;;
200624;200624099;D;22;29;5;39;36;14;D,22,39;D,22,39,36;,;2006;-9,5;15;;;
200702;200702155;D;0;1;5;39;36;14;D,0,39;D,0,39,36;,;2007;18,5;24;;;
200712;200712011;D;28;33;5;39;36;14;D,28,39;D,28,39,36;,;2007;-13,5;19;;;
200721;200721037;D;29;31;5;39;36;14;D,29,39;D,29,39,36;,;2007;-11,5;17;;;
200618;200618044;I;23;18;5;39;36;14;I,23,39;I,23,39,36;,;2006;1,5;;33;;
200706;200706052;I;6;11;5;39;36;14;I,6,39;I,6,39,36;,;2007;8,5;;3;;
200707;200707068;I;27;12;5;39;36;14;I,27,39;I,27,39,36;,;2007;7,5;;2;;
200624;200624017;D;22;29;5,24;40;0;1;D,22,40;D,22,40,0;,;2006;-9;28;;;
200606;200606132;D;22;29;5,24;40;1;24;D,22,40;D,22,40,1;,;2006;-9;5;;;
200712;200712025;D;28;33;5,24;40;1;24;D,28,40;D,28,40,1;,;2007;-13;9;;;
200603;200603038;D;18;30;5,24;40;2;7;D,18,40;D,18,40,2;,;2006;-10;23;;;
200608;200608140;D;22;29;5,24;40;2;7;D,22,40;D,22,40,2;,;2006;-9;22;;;
201203;201203061;D;33;23;5,24;40;2;7;D,33,40;D,33,40,2;,;2012;-3;16;;;
210103;210103006;I;20;25;5,24;40;2;7;I,20,40;I,20,40,2;,;2101;-5;;19;;
201217;201217035;D;33;23;5,24;40;5;20;D,33,40;D,33,40,5;,;2012;-3;3;;;
200705;200705042;I;36;14;5,24;40;5;20;I,36,40;I,36,40,5;,;2007;6;;6;;
200711;200711116;I;36;14;5,24;40;5;20;I,36,40;I,36,40,5;,;2007;6;;6;;
200726;200726005;D;3;36;5,24;40;6;11;D,3,40;D,3,40,6;,;2007;-16;25;;;
200607;200607043;I;23;18;5,24;40;6;11;I,23,40;I,23,40,6;,;2006;2;;30;;
200624;200624104;I;13;13;5,24;40;6;11;I,13,40;I,13,40,6;,;2006;7;;35;;
210105;210105086;I;1;24;5,24;40;7;32;I,1,40;I,1,40,7;,;2101;-4;;8;;
200703;200703059;D;3;36;5,24;40;9;28;D,3,40;D,3,40,9;,;2007;-16;8;;;
200706;200706066;I;13;13;5,24;40;9;28;I,13,40;I,13,40,9;,;2007;7;;15;;
201218;201218056;I;14;26;5,24;40;10;19;I,14,40;I,14,40,10;,;2012;-6;;30;;
200709;200709043;D;35;35;5,24;40;11;15;D,35,40;D,35,40,11;,;2007;-15;20;;;
200726;200726047;D;18;30;5,24;40;11;15;D,18,40;D,18,40,11;,;2007;-10;15;;;
200625;200625076;I;23;18;5,24;40;11;15;I,23,40;I,23,40,11;,;2006;2;;34;;
200606;200606046;D;7;32;5,24;40;13;13;D,7,40;D,7,40,13;,;2006;-12;19;;;
200726;200726105;D;28;33;5,24;40;13;13;D,28,40;D,28,40,13;,;2007;-13;20;;;
200610;200610151;I;23;18;5,24;40;13;13;I,23,40;I,23,40,13;,;2006;2;;32;;
210106;210106052;I;1;24;5,24;40;13;13;I,1,40;I,1,40,13;,;2101;-4;;26;;
200710;200710091;D;15;3;5,24;40;14;26;D,15,40;D,15,40,14;,;2007;17;14;;;
210106;210106030;I;5;20;5,24;40;14;26;I,5,40;I,5,40,14;,;2101;0;;6;;
200610;200610128;D;31;27;5,24;40;15;3;D,31,40;D,31,40,15;,;2006;-7;24;;;
200616;200616011;D;9;28;5,24;40;15;3;D,9,40;D,9,40,15;,;2006;-8;25;;;
200624;200624125;D;18;30;5,24;40;15;3;D,18,40;D,18,40,15;,;2006;-10;27;;;
200705;200705039;D;28;33;5,24;40;15;3;D,28,40;D,28,40,15;,;2007;-13;30;;;
200601;200601063;D;18;30;5,24;40;16;22;D,18,40;D,18,40,16;,;2006;-10;8;;;
200614;200614113;D;31;27;5,24;40;16;22;D,31,40;D,31,40,16;,;2006;-7;5;;;
200709;200709011;D;35;35;5,24;40;16;22;D,35,40;D,35,40,16;,;2007;-15;13;;;
200613;200613092;I;10;19;5,24;40;16;22;I,10,40;I,10,40,16;,;2006;1;;3;;
200609;200609069;I;13;13;5,24;40;17;9;I,13,40;I,13,40,17;,;2006;7;;33;;
200616;200616108;I;23;18;5,24;40;17;9;I,23,40;I,23,40,17;,;2006;2;;28;;
201029;201029016;I;14;26;5,24;40;18;30;I,14,40;I,14,40,18;,;2010;-6;;4;;
200617;200617054;I;5;20;5,24;40;19;4;I,5,40;I,5,40,19;,;2006;0;;21;;
200627;200627005;D;1;24;5,24;40;21;6;D,1,40;D,1,40,21;,;2006;-4;18;;;
210103;210103029;D;33;23;5,24;40;21;6;D,33,40;D,33,40,21;,;2101;-3;17;;;
200603;200603089;I;10;19;5,24;40;21;6;I,10,40;I,10,40,21;,;2006;1;;24;;
201218;201218018;I;14;26;5,24;40;21;6;I,14,40;I,14,40,21;,;2012;-6;;17;;
200611;200611022;D;18;30;5,24;40;22;29;D,18,40;D,18,40,22;,;2006;-10;1;;;
201208;201208053;D;20;25;5,24;40;22;29;D,20,40;D,20,40,22;,;2012;-5;33;;;
200720;200720063;D;7;32;5,24;40;24;21;D,7,40;D,7,40,24;,;2007;-12;11;;;
201208;201208011;D;14;26;5,24;40;24;21;D,14,40;D,14,40,24;,;2012;-6;5;;;
201209;201209041;D;20;25;5,24;40;24;21;D,20,40;D,20,40,24;,;2012;-5;4;;;
200607;200607114;D;18;30;5,24;40;25;8;D,18,40;D,18,40,25;,;2006;-10;22;;;
201102;201102072;I;31;27;5,24;40;25;8;I,31,40;I,31,40,25;,;2011;-7;;18;;
201217;201217094;I;14;26;5,24;40;25;8;I,14,40;I,14,40,25;,;2012;-6;;19;;
201211;201211107;D;14;26;5,24;40;26;37;D,14,40;D,14,40,26;,;2012;-6;26;;;
200616;200616093;D;22;29;5,24;40;27;12;D,22,40;D,22,40,27;,;2006;-9;17;;;
201029;201029005;D;20;25;5,24;40;28;33;D,20,40;D,20,40,28;,;2010;-5;29;;;
201222;201222083;D;33;23;5,24;40;28;33;D,33,40;D,33,40,28;,;2012;-3;27;;;
200601;200601082;I;8;17;5,24;40;28;33;I,8,40;I,8,40,28;,;2006;3;;16;;
200613;200613005;D;18;30;5,24;40;29;31;D,18,40;D,18,40,29;,;2006;-10;36;;;
201029;201029036;I;14;26;5,24;40;29;31;I,14,40;I,14,40,29;,;2010;-6;;5;;
200630;200630055;D;28;33;5,24;40;30;16;D,28,40;D,28,40,30;,;2006;-13;17;;;
200722;200722049;D;35;35;5,24;40;31;27;D,35,40;D,35,40,31;,;2007;-15;8;;;
201229;201229033;D;16;22;5,24;40;32;2;D,16,40;D,16,40,32;,;2012;-2;20;;;
200709;200709001;D;35;35;5,24;40;33;23;D,35,40;D,35,40,33;,;2007;-15;12;;;
201223;201223009;D;20;25;5,24;40;33;23;D,20,40;D,20,40,33;,;2012;-5;2;;;
200607;200607095;I;30;16;5,24;40;33;23;I,30,40;I,30,40,33;,;2006;4;;7;;
210103;210103082;I;16;22;5,24;40;34;10;I,16,40;I,16,40,34;,;2101;-2;;25;;
200711;200711004;I;8;17;5,24;40;35;35;I,8,40;I,8,40,35;,;2007;3;;18;;
200601;200601013;D;7;32;5,24;40;36;14;D,7,40;D,7,40,36;,;2006;-12;18;;;
200602;200602144;D;22;29;5,24;40;36;14;D,22,40;D,22,40,36;,;2006;-9;15;;;
200707;200707056;I;27;12;5,24;40;36;14;I,27,40;I,27,40,36;,;2007;8;;2;;
201220;201220060;I;16;22;5,24;40;36;14;I,16,40;I,16,40,36;,;2012;-2;;29;;
200702;200702103;D;7;32;24;41;0;1;D,7,41;D,7,41,0;,;2007;-11,5;31;;;
200705;200705071;D;26;37;24;41;0;1;D,26,41;D,26,41,0;,;2007;-16,5;36;;;
200717;200717027;D;28;33;24;41;0;1;D,28,41;D,28,41,0;,;2007;-12,5;32;;;
200802;200802097;D;7;32;24;41;0;1;D,7,41;D,7,41,0;,;2008;-11,5;31;;;
201203;201203083;D;33;23;24;41;0;1;D,33,41;D,33,41,0;,;2012;-2,5;22;;;
201222;201222041;D;20;25;24;41;0;1;D,20,41;D,20,41,0;,;2012;-4,5;24;;;
210106;210106071;D;14;26;24;41;0;1;D,14,41;D,14,41,0;,;2101;-5,5;25;;;
200605;200605115;I;10;19;24;41;0;1;I,10,41;I,10,41,0;,;2006;1,5;;19;;
200607;200607079;I;23;18;24;41;0;1;I,23,41;I,23,41,0;,;2006;2,5;;20;;
200710;200710086;I;17;9;24;41;0;1;I,17,41;I,17,41,0;,;2007;11,5;;29;;
200728;200728064;I;8;17;24;41;0;1;I,8,41;I,8,41,0;,;2007;3,5;;21;;
200729;200729062;I;23;18;24;41;0;1;I,23,41;I,23,41,0;,;2007;2,5;;20;;
200806;200806082;I;13;13;24;41;0;1;I,13,41;I,13,41,0;,;2008;7,5;;25;;
200604;200604034;D;22;29;24;41;1;24;D,22,41;D,22,41,1;,;2006;-8,5;5;;;
200706;200706043;D;12;34;24;41;1;24;D,12,41;D,12,41,1;,;2007;-13,5;10;;;
201028;201028027;D;33;23;24;41;1;24;D,33,41;D,33,41,1;,;2010;-2,5;36;;;
200725;200725022;I;11;15;24;41;1;24;I,11,41;I,11,41,1;,;2007;5,5;;9;;
200710;200710071;D;28;33;24;41;2;7;D,28,41;D,28,41,2;,;2007;-12,5;26;;;
200723;200723013;D;29;31;24;41;2;7;D,29,41;D,29,41,2;,;2007;-10,5;24;;;
200730;200730025;D;7;32;24;41;2;7;D,7,41;D,7,41,2;,;2007;-11,5;25;;;
201215;201215029;D;20;25;24;41;2;7;D,20,41;D,20,41,2;,;2012;-4,5;18;;;
201220;201220093;D;14;26;24;41;2;7;D,14,41;D,14,41,2;,;2012;-5,5;19;;;
210103;210103009;D;16;22;24;41;2;7;D,16,41;D,16,41,2;,;2101;-1,5;15;;;
200607;200607103;I;8;17;24;41;2;7;I,8,41;I,8,41,2;,;2006;3,5;;27;;
200705;200705002;I;36;14;24;41;2;7;I,36,41;I,36,41,2;,;2007;6,5;;30;;
200707;200707002;I;2;7;24;41;2;7;I,2,41;I,2,41,2;,;2007;13,5;;0;;
210103;210103091;D;20;25;24;41;3;36;D,20,41;D,20,41,3;,;2101;-4,5;26;;;
200603;200603055;I;30;16;24;41;3;36;I,30,41;I,30,41,3;,;2006;4,5;;20;;
200709;200709021;D;26;37;24;41;4;5;D,26,41;D,26,41,4;,;2007;-16,5;32;;;
200702;200702144;I;6;11;24;41;4;5;I,6,41;I,6,41,4;,;2007;9,5;;31;;
201221;201221064;I;31;27;24;41;4;5;I,31,41;I,31,41,4;,;2012;-6,5;;15;;
201218;201218053;D;1;24;24;41;5;20;D,1,41;D,1,41,5;,;2012;-3,5;4;;;
200601;200601014;I;36;14;24;41;5;20;I,36,41;I,36,41,5;,;2006;6,5;;6;;
200617;200617034;I;8;17;24;41;5;20;I,8,41;I,8,41,5;,;2006;3,5;;3;;
200721;200721048;I;23;18;24;41;5;20;I,23,41;I,23,41,5;,;2007;2,5;;2;;
201208;201208086;I;16;22;24;41;5;20;I,16,41;I,16,41,5;,;2012;-1,5;;35;;
201229;201229118;I;1;24;24;41;5;20;I,1,41;I,1,41,5;,;2012;-3,5;;33;;
200617;200617095;D;7;32;24;41;6;11;D,7,41;D,7,41,6;,;2006;-11,5;21;;;
200624;200624065;D;29;31;24;41;6;11;D,29,41;D,29,41,6;,;2006;-10,5;20;;;
200710;200710101;D;36;14;24;41;6;11;D,36,41;D,36,41,6;,;2007;6,5;3;;;
200712;200712123;D;12;34;24;41;6;11;D,12,41;D,12,41,6;,;2007;-13,5;23;;;
200728;200728107;D;0;1;24;41;6;11;D,0,41;D,0,41,6;,;2007;19,5;27;;;
200618;200618002;I;23;18;24;41;6;11;I,23,41;I,23,41,6;,;2006;2,5;;30;;
200627;200627064;I;34;10;24;41;6;11;I,34,41;I,34,41,6;,;2006;10,5;;1;;
201204;201204072;I;16;22;24;41;6;11;I,16,41;I,16,41,6;,;2012;-1,5;;26;;
200606;200606088;D;26;37;24;41;7;32;D,26,41;D,26,41,7;,;2006;-16,5;5;;;
200607;200607018;D;12;34;24;41;7;32;D,12,41;D,12,41,7;,;2006;-13,5;2;;;
200623;200623093;D;18;30;24;41;7;32;D,18,41;D,18,41,7;,;2006;-9,5;35;;;
200706;200706021;D;12;34;24;41;7;32;D,12,41;D,12,41,7;,;2007;-13,5;2;;;
200730;200730083;D;29;31;24;41;7;32;D,29,41;D,29,41,7;,;2007;-10,5;36;;;
201202;201202007;D;33;23;24;41;7;32;D,33,41;D,33,41,7;,;2012;-2,5;28;;;
200712;200712076;I;6;11;24;41;7;32;I,6,41;I,6,41,7;,;2007;9,5;;21;;
200610;200610086;D;18;30;24;41;8;17;D,18,41;D,18,41,8;,;2006;-9,5;13;;;
200711;200711053;D;12;34;24;41;8;17;D,12,41;D,12,41,8;,;2007;-13,5;17;;;
200725;200725081;D;29;31;24;41;8;17;D,29,41;D,29,41,8;,;2007;-10,5;14;;;
200630;200630030;I;13;13;24;41;8;17;I,13,41;I,13,41,8;,;2006;7,5;;4;;
200702;200702106;I;11;15;24;41;8;17;I,11,41;I,11,41,8;,;2007;5,5;;2;;
200703;200703084;I;34;10;24;41;8;17;I,34,41;I,34,41,8;,;2007;10,5;;7;;
200730;200730096;I;30;16;24;41;8;17;I,30,41;I,30,41,8;,;2007;4,5;;1;;
200618;200618029;D;28;33;24;41;9;28;D,28,41;D,28,41,9;,;2006;-12,5;5;;;
200604;200604113;I;10;19;24;41;9;28;I,10,41;I,10,41,9;,;2006;1,5;;9;;
200726;200726010;I;27;12;24;41;9;28;I,27,41;I,27,41,9;,;2007;8,5;;16;;
201202;201202112;I;14;26;24;41;9;28;I,14,41;I,14,41,9;,;2012;-5,5;;2;;
201227;201227031;D;33;;24;41;10;19;D,33,41;D,33,41,10;,;2012;20,5;18;;;
200721;200721082;I;11;15;24;41;10;19;I,11,41;I,11,41,10;,;2007;5,5;;4;;
201208;201208126;I;14;26;24;41;10;19;I,14,41;I,14,41,10;,;2012;-5,5;;30;;
200707;200707091;D;26;37;24;41;11;15;D,26,41;D,26,41,11;,;2007;-16,5;22;;;
200725;200725017;D;18;30;24;41;11;15;D,18,41;D,18,41,11;,;2007;-9,5;15;;;
210106;210106083;D;1;24;24;41;11;15;D,1,41;D,1,41,11;,;2101;-3,5;9;;;
200613;200613104;I;8;17;24;41;11;15;I,8,41;I,8,41,11;,;2006;3,5;;35;;
200614;200614140;I;8;17;24;41;11;15;I,8,41;I,8,41,11;,;2006;3,5;;35;;
200626;200626005;D;9;28;24;41;12;34;D,9,41;D,9,41,12;,;2006;-7,5;31;;;
200702;200702161;D;35;35;24;41;12;34;D,35,41;D,35,41,12;,;2007;-14,5;1;;;
200709;200709081;D;26;37;24;41;12;34;D,26,41;D,26,41,12;,;2007;-16,5;3;;;
200721;200721007;D;18;30;24;41;12;34;D,18,41;D,18,41,12;,;2007;-9,5;33;;;
200605;200605003;I;30;16;24;41;12;34;I,30,41;I,30,41,12;,;2006;4,5;;18;;
